query_id,claim_id,claim,contradicts,supports,contradicts_len,supports_len,type_sanity,issue,open_question_id,open_question
21919,18245,The committee is likely to make criminal referrals for former President Donald Trump and other individuals involved in the Jan. 6 attack on the Capitol.,"[[(73586, '(2021, 1, 6)', 'None.')], [(29497, '(2022, 12, 6)', '- The panel is expected to meet throughout this week and could share its plans on criminal referrals by Friday, Thompson said.\n- Trump, the central player in the panel\'s investigation into the violence that erupted on the U.S. Capitol on Jan. 6, was subpoenaed by the panel in October.\n- The committee has held a series of public hearings laying out its findings and is expected to present a comprehensive report before the end of the month.\n- The report is expected to include information that hasn\'t been made public during the previous hearings and the committee also plans to share hundreds of transcripts of the over 1,000 witnesses it interviewed.\n- Thompson said the final report will likely be introduced in ""some public format,"" but wouldn\'t speculate on whether it would take the form of another public committee hearing.')], [(13331, '(2022, 12, 7)', 'None.')], [(69911, '(2022, 12, 18)', 'The excerpt contradicts with the claim:\n""The House Jan. 6 committee met Sunday to finalize its plans to issue at least three criminal referrals for former President Donald Trump, NBC News has learned exclusively.""')], [(39931, '(2022, 12, 19)', 'None.')], [(33383, '(2022, 12, 19)', 'None.')], [(43393, '(2022, 12, 19)', 'None.')], [(83560, '(2023, 3, 25)', 'None.')], [(71487, '(2023, 7, 18)', 'None.')], [(62285, '(2023, 8, 1)', 'None.')]]","[<generator object gather_excerpts.<locals>.<genexpr> at 0x173ef0c80>, <generator object gather_excerpts.<locals>.<genexpr> at 0x173ef0b30>, <generator object gather_excerpts.<locals>.<genexpr> at 0x173ef0cf0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x174a36120>, <generator object gather_excerpts.<locals>.<genexpr> at 0x174a362e0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x174a363c0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x173ef0e40>, <generator object gather_excerpts.<locals>.<genexpr> at 0x174a364a0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x174a36b30>, <generator object gather_excerpts.<locals>.<genexpr> at 0x174a36d60>]",10,10,False,,,
21919,81175,"The committee has held public hearings and plans to present a comprehensive report before the end of the month, which will include information not previously made public.","[[(73586, '(2021, 1, 6)', 'None.')], [(29497, '(2022, 12, 6)', ""-The committee has held a series of public hearings laying out its findings and is expected to present a comprehensive report before the end of the month.\n-The report is expected to include information that hasn't been made public during the previous hearings and the committee also plans to share hundreds of transcripts of the over 1,000 witnesses it interviewed."")], [], [(69911, '(2022, 12, 18)', 'None.')], [(39931, '(2022, 12, 19)', 'None.')], [(33383, '(2022, 12, 19)', 'None.')], [(43393, '(2022, 12, 19)', 'None.')], [(83560, '(2023, 3, 25)', 'None.')], [(71487, '(2023, 7, 18)', 'None.')], [(62285, '(2023, 8, 1)', 'None.')]]","[<generator object gather_excerpts.<locals>.<genexpr> at 0x174a36f90>, <generator object gather_excerpts.<locals>.<genexpr> at 0x174a36820>, <generator object gather_excerpts.<locals>.<genexpr> at 0x174a36cf0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x174a366d0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x175048580>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1750489e0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1750486d0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x175048a50>, <generator object gather_excerpts.<locals>.<genexpr> at 0x175048350>, <generator object gather_excerpts.<locals>.<genexpr> at 0x175048900>]",9,10,False,,,
21919,39464,The criminal referrals will be a separate document from the committee's final report and will be sent to the Department of Justice.,"[[(73586, '(2021, 1, 6)', 'None.')], [(29497, '(2022, 12, 6)', '- The criminal referrals will happen\n- The committee is meeting to discuss potential criminal referrals\n- The panel is expected to share its plans on criminal referrals by Friday\n- The committee has held public hearings and will present a comprehensive report before the end of the month\n- The final report will likely be introduced in some public format')], [(13331, '(2022, 12, 7)', 'None.')], [(69911, '(2022, 12, 18)', 'None.')], [(39931, '(2022, 12, 19)', 'None.')], [(33383, '(2022, 12, 19)', 'None.')], [(43393, '(2022, 12, 19)', 'None.')], [(83560, '(2023, 3, 25)', 'None.')], [(71487, '(2023, 7, 18)', 'None.')], [(62285, '(2023, 8, 1)', 'None.')]]","[<generator object gather_excerpts.<locals>.<genexpr> at 0x175048f20>, <generator object gather_excerpts.<locals>.<genexpr> at 0x175775270>, <generator object gather_excerpts.<locals>.<genexpr> at 0x175048eb0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x175775350>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1757759e0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1757755f0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x175775c80>, <generator object gather_excerpts.<locals>.<genexpr> at 0x175775e40>, <generator object gather_excerpts.<locals>.<genexpr> at 0x175775f20>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1757757b0>]",10,10,False,,,
21919,40610,The committee aims to hold individuals accountable and ensure that nothing falls through the cracks in the investigation.,"[[], [], [(13331, '(2022, 12, 7)', 'None.')], [(69911, '(2022, 12, 18)', 'None.')], [], [(33383, '(2022, 12, 19)', 'None.')], [], [(83560, '(2023, 3, 25)', 'None.')], [(71487, '(2023, 7, 18)', 'None.')], []]","[<generator object gather_excerpts.<locals>.<genexpr> at 0x175fa52e0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x175fa5510>, <generator object gather_excerpts.<locals>.<genexpr> at 0x175fa5890>, <generator object gather_excerpts.<locals>.<genexpr> at 0x175775eb0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x175fa54a0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x175fa5b30>, <generator object gather_excerpts.<locals>.<genexpr> at 0x175fa5f20>, <generator object gather_excerpts.<locals>.<genexpr> at 0x175fa57b0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x175fa59e0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x175fa5ba0>]",5,9,False,,,
21919,70978,The committee is considering criminal referrals for the main organizers and leaders of the Jan. 6 attack.,"[[(73586, '(2021, 1, 6)', 'None.')], [(29497, '(2022, 12, 6)', '- Thompson, the chairman of the committee, stated that they have not decided on the number of criminal referrals they will make.\n- Thompson also stated that they have not made a decision on who will be referred for criminal charges.\n- Thompson mentioned that the committee met behind closed doors to consider a range of topics, including whether to issue potential criminal referrals for former President Trump and others.\n- Thompson stated that the committee is expected to share its plans on criminal referrals by Friday.\n- The document mentions that Trump, the central player in the investigation, was subpoenaed by the panel but has not cooperated.\n- Thompson called the report a ""work in progress"" and mentioned that they are currently going over printed material and scrubbing it.\n- Thompson stated that the report is expected to include information that hasn\'t been made public before and that the committee plans to share hundreds of transcripts of witnesses.\n- Thompson did not speculate on whether the final report would take the form of another public committee hearing.\n- The committee is set to sunset on December 31.')], [(13331, '(2022, 12, 7)', 'None.')], [(69911, '(2022, 12, 18)', 'None.')], [(39931, '(2022, 12, 19)', 'None.')], [(33383, '(2022, 12, 19)', 'The excerpts from the document that contradict with the claim are as follows:\n\n- ""The Jan. 6 select House committee in a unanimous vote Monday referred former President Donald Trump to the Department of Justice for criminal investigation and potential prosecution for his efforts to overturn his loss in the 2020 election.""\n- ""The committee\'s historic referral says there is sufficient evidence to refer Trump for four crimes: obstructing an official proceeding, conspiracy to defraud the government, making knowingly and willfully materially false statements to the federal government, and inciting or assisting an insurrection.""\n- ""The committee on Monday also recommended that the DOJ investigate and potentially prosecute Trump\'s election law attorney John Eastman for his role in advancing a plan to overturn the election results.""\n- ""Eastman\'s referral was for his alleged violation of two criminal statutes: impeding an official proceeding of the United States government, and conspiring to defraud the United States.""')], [(43393, '(2022, 12, 19)', 'None.')], [(83560, '(2023, 3, 25)', 'None.')], [(71487, '(2023, 7, 18)', 'None.')], [(62285, '(2023, 8, 1)', 'None.')]]","[<generator object gather_excerpts.<locals>.<genexpr> at 0x1765d3270>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1765d3350>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1765d3580>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1765d3430>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1765d3ac0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1765d3f20>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1765d3b30>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1765d3740>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1774022e0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1765d3e40>]",10,10,False,,,
21919,69584,"The committee's decision on criminal referrals is still a work in progress, and the final list of individuals to be referred is not yet finalized.","[[(73586, '(2021, 1, 6)', 'None.')], [(29497, '(2022, 12, 6)', '- The committee is likely to make criminal referrals.\n- The committee has not decided on the number of criminal referrals.\n- The committee has made decisions that criminal referrals will happen.\n- There is a list of people the panel is considering for referrals.\n- The committee is meeting to continue discussions on potential criminal referrals.\n- The committee is expected to share its plans on criminal referrals by Friday.\n- The committee calls the report a ""work in progress.""\n- The committee is going over printed material and scrubbing it.\n- The report is expected to include information not made public during previous hearings.\n- The committee plans to share hundreds of transcripts of witnesses it interviewed.\n- The final report will likely be introduced in some public format.')], [(13331, '(2022, 12, 7)', 'None.')], [(69911, '(2022, 12, 18)', 'None.')], [(39931, '(2022, 12, 19)', 'None.')], [(33383, '(2022, 12, 19)', '- The criminal charges against former President Donald Trump related to efforts to overturn the results of the 2020 presidential election are\xa0...\n- The Jan. 6 select House committee in a unanimous vote Monday referred former President Donald Trump to the Department of Justice for criminal investigation and potential prosecution for his efforts to overturn his loss in the 2020 election.\n- The committee\'s historic referral says there is sufficient evidence to refer Trump for four crimes: obstructing an official proceeding, conspiracy to defraud the government, making knowingly and willfully materially false statements to the federal government, and inciting or assisting an insurrection.\n- While the Justice Department, which is already conducting an investigation of Trump, takes criminal referrals seriously, it is not obligated to charge anyone with a crime.\n- The committee on Monday also recommended that the DOJ investigate and potentially prosecute Trump\'s election law attorney John Eastman for his role in advancing a plan to overturn the election results.\n- Raskin said the committee would refer four members of Congress ""for appropriate sanction by the House Ethics Committee for failure to comply with lawful subpoenas."" He did not name them, but House Minority Leader Kevin McCarthy is among the members who defied a subpoena from the committee.')], [(43393, '(2022, 12, 19)', 'None.')], [(83560, '(2023, 3, 25)', 'None.')], [(71487, '(2023, 7, 18)', 'None.')], [(62285, '(2023, 8, 1)', 'None.')]]","[<generator object gather_excerpts.<locals>.<genexpr> at 0x177402270>, <generator object gather_excerpts.<locals>.<genexpr> at 0x177402900>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1774025f0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x177402cf0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1774027b0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x172160ba0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x177402970>, <generator object gather_excerpts.<locals>.<genexpr> at 0x176e8a580>, <generator object gather_excerpts.<locals>.<genexpr> at 0x176e8a350>, <generator object gather_excerpts.<locals>.<genexpr> at 0x176e8a430>]",10,7,False,,,
21919,48399,"The committee is taking a unified approach on criminal referrals, but the decision on who to refer and for what offenses is still being discussed.","[[(73586, '(2021, 1, 6)', 'None.')], [(29497, '(2022, 12, 6)', '- Rep. Bennie Thompson, chairman of the House select committee investigating the Jan. 6 attack on the Capitol, told reporters Tuesday the panel is likely to make criminal referrals.\n- ""What we\'ve decided is that we will probably make referrals – as to how many, we\'ve not decided on the number,"" he said.\n- Thompson added: ""We have not made a decision as to who, but we have made decisions that criminal referrals will happen.""\n- Asked whether there is a list of people the panel is considering for referrals, Thompson said, ""Yes, but I can\'t give them to you right now.""\n- The committee is meeting virtually Tuesday evening to continue discussions on potential criminal referrals.\n- They met on Friday morning behind closed doors to consider a range of topics — including whether to issue potential criminal referrals for former President Trump and others.\n- The panel is expected to meet throughout this week and could share its plans on criminal referrals by Friday, Thompson said.')], [(13331, '(2022, 12, 7)', 'None.')], [(69911, '(2022, 12, 18)', 'None.')], [(39931, '(2022, 12, 19)', 'None.')], [], [(43393, '(2022, 12, 19)', 'None.')], [(83560, '(2023, 3, 25)', 'None.')], [(71487, '(2023, 7, 18)', 'None.')], [(62285, '(2023, 8, 1)', 'None.')]]","[<generator object gather_excerpts.<locals>.<genexpr> at 0x177402eb0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x176e8a7b0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x176e8a740>, <generator object gather_excerpts.<locals>.<genexpr> at 0x176e8a4a0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x176e8a900>, <generator object gather_excerpts.<locals>.<genexpr> at 0x176e8a970>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17821a040>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17821a2e0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17821aa50>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17821a200>]",9,10,False,,,
21919,30399,The decision on criminal referrals has led to vigorous debate among committee members.,"[[(73586, '(2021, 1, 6)', 'None.')], [(29497, '(2022, 12, 6)', 'None.')], [(13331, '(2022, 12, 7)', 'None.')], [(69911, '(2022, 12, 18)', 'None.')], [(39931, '(2022, 12, 19)', '- Raskin said there may be others worthy of prosecution and there may be other statutes that Trump violated, noting the Justice Department will be able to form ""a far more complete picture"" through its own ongoing investigation.\n- Pressed why Trump and Eastman were the only ones formally referred to DOJ, Raskin told reporters there was an internal debate within the committee about the scope of the referrals.\n- ""We focused on the masterminds and the ring-leaders, and we trust that the Department of Justice will do its job, as they’ve been doing,” Raskin said after the meeting.\n- The criminal referrals do not carry any legal weight but represent a symbolic rebuke of Trump, who remains the most influential Republican in the country and has launched another bid for president.\n- Responding to the criminal referral, Eastman said the Jan. 6 panel had failed to address gaps in Capitol security and the electoral system and instead chose to focus on a “pretend” criminal case.\n- “A criminal ‘referral’ from a congressional committee is not binding on the Department of Justice and carries no more legal weight than a ‘referral’ from any American citizen,"" Eastman said in a statement.\n- The committee used its final hearing to summarize the key investigatory threads from its nine previous hearings and to stitch them together into a case against Trump.')], [(33383, '(2022, 12, 19)', 'None.')], [(43393, '(2022, 12, 19)', 'None.')], [(83560, '(2023, 3, 25)', 'None.')], [(71487, '(2023, 7, 18)', 'None.')], [(62285, '(2023, 8, 1)', 'None.')]]","[<generator object gather_excerpts.<locals>.<genexpr> at 0x176e8a660>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17821af20>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17821a510>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17821acf0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17883f580>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17821a970>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17821ab30>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17821a580>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17883f2e0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17883f350>]",10,10,False,,,
21919,24492,The committee is considering criminal referrals for former President Donald Trump for his role in the attempt to overturn the 2020 election and the fomenting of the Capitol riot.,"[[(73586, '(2021, 1, 6)', 'None.')], [(29497, '(2022, 12, 6)', 'None.')], [(13331, '(2022, 12, 7)', 'None.')], [(69911, '(2022, 12, 18)', '- The House Jan. 6 committee met Sunday to finalize its plans to issue at least three criminal referrals for former President Donald Trump\n- The committee, gathering publicly Monday, is expected to vote on referrals asking the Justice Department to pursue at least three criminal charges against Trump related to the Capitol riot\n- Obstruction, conspiracy, and incitement of an insurrection were among the charges the committee was considering to recommend against Trump\n- The criminal referrals carry no official legal weight, and it remains up to the Justice Department to decide whether or not to charge Trump and anyone else the committee might refer\n- The committee also plans to refer several Republican members of Congress to the House Ethics Committee for their defiance of congressional subpoenas. ""None of the subpoenaed members complied,"" Raskin said during Sunday’s meetings.')], [(39931, '(2022, 12, 19)', '- The House Jan. 6 committee voted Monday to recommend that the Justice Department pursue a batch of criminal charges against former President Donald Trump for his role in an effort to overturn the 2020 election and the fomenting of a deadly mob at the Capitol.\n- Trump was the first president in American history to be impeached twice. Now, he is also the first president to be formally referred by Congress for potential prosecution.\n- The committee\'s final meeting was the culmination of a sweeping 17-month congressional investigation that included more than 100 subpoenas, interviews with more than 1,200 witnesses and the collection of hundreds of thousands of documents.\n- The Jan. 6 panel also issued a criminal referral to the Department of Justice for conservative attorney John Eastman, who the committee says was the architect of the scheme to pressure then-Vice President Mike Pence to reject states’ electoral votes on Jan. 6 and have fake electors submitted to the Congress instead.\n- Raskin said there may be others worthy of prosecution and there may be other statutes that Trump violated, noting the Justice Department will be able to form ""a far more complete picture"" through its own ongoing investigation.\n- Pressed why Trump and Eastman were the only ones formally referred to DOJ, Raskin told reporters there was an internal debate within the committee about the scope of the referrals.\n- While the committee found that other Trump associates — including Mark Meadows, Rudy Giuliani and Jeffrey Clark — were “actors” in the plot to overturn the election, Raskin said, investigators were “stymied” because some individuals chose not to cooperate with the Jan. 6 panel.\n- The Jan. 6 committee is urging DOJ to consider a number of charges against Trump, including conspiracy to defraud the federal government; obstruction of an official proceeding, in this case Congress’ certification of electoral votes; conspiracy to make a false statement; and inciting or assisting those in an insurrection.\n- The criminal referrals do not carry any legal weight but represent a symbolic rebuke of Trump.')], [(33383, '(2022, 12, 19)', 'The excerpt contradicts the claim.')], [(43393, '(2022, 12, 19)', 'None.')], [(83560, '(2023, 3, 25)', 'None.')], [(71487, '(2023, 7, 18)', 'None.')], [(62285, '(2023, 8, 1)', 'None.')]]","[<generator object gather_excerpts.<locals>.<genexpr> at 0x17883f430>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17883f3c0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17883fac0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17883feb0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x15028c2e0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x15028c350>, <generator object gather_excerpts.<locals>.<genexpr> at 0x17883fe40>, <generator object gather_excerpts.<locals>.<genexpr> at 0x15028c430>, <generator object gather_excerpts.<locals>.<genexpr> at 0x15028cac0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x15028cc80>]",10,10,False,,,
21919,17988,"The committee is also considering criminal referrals for other Trump associates, but the scope of the referrals is still being discussed.","[[(73586, '(2021, 1, 6)', 'None.')], [(29497, '(2022, 12, 6)', '- Rep. Bennie Thompson, chairman of the House select committee investigating the Jan. 6 attack on the Capitol, told reporters Tuesday the panel is likely to make criminal referrals.\n- ""What we\'ve decided is that we will probably make referrals – as to how many, we\'ve not decided on the number [...] We have not made a decision as to who, but we have made decisions that criminal referrals will happen.""\n- The committee is meeting virtually Tuesday evening to continue discussions on potential criminal referrals.\n- They met on Friday morning behind closed doors to consider a range of topics — including whether to issue potential criminal referrals for former President Trump and others.\n- The panel is expected to meet throughout this week and could share its plans on criminal referrals by Friday, Thompson said.\n- Trump, the central player in the panel\'s investigation into the violence that erupted on the U.S. Capitol on Jan. 6, was subpoenaed by the panel in October. Trump has not cooperated.')], [(13331, '(2022, 12, 7)', 'None.')], [(69911, '(2022, 12, 18)', 'None.')], [(39931, '(2022, 12, 19)', 'None.')], [(33383, '(2022, 12, 19)', 'None.')], [(43393, '(2022, 12, 19)', 'None.')], [(83560, '(2023, 3, 25)', 'None.')], [(71487, '(2023, 7, 18)', 'None.')], [(62285, '(2023, 8, 1)', 'None.')]]","[<generator object gather_excerpts.<locals>.<genexpr> at 0x15028ceb0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x15028c3c0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x15028c660>, <generator object gather_excerpts.<locals>.<genexpr> at 0x15028cf20>, <generator object gather_excerpts.<locals>.<genexpr> at 0x15099d430>, <generator object gather_excerpts.<locals>.<genexpr> at 0x15099d890>, <generator object gather_excerpts.<locals>.<genexpr> at 0x15099d580>, <generator object gather_excerpts.<locals>.<genexpr> at 0x15099d900>, <generator object gather_excerpts.<locals>.<genexpr> at 0x15099d350>, <generator object gather_excerpts.<locals>.<genexpr> at 0x15099d740>]",10,9,False,,,
21919,66425,The committee is focusing on the masterminds and ring,"[[(73586, '(2021, 1, 6)', 'None.')], [(29497, '(2022, 12, 6)', '- Rep. Bennie Thompson, chairman of the House Select Committee to Investigate the January 6th Attack on the U.S. Capitol, talks to reporters on Nov. 17, 2022. \n- Thompson added: ""We have not made a decision as to who, but we have made decisions that criminal referrals will happen."" \n- The committee is expected to meet throughout this week and could share its plans on criminal referrals by Friday, Thompson said. \n- Trump, the central player in the panel\'s investigation into the violence that erupted on the U.S. Capitol on Jan. 6, was subpoenaed by the panel in October. Trump has not cooperated. \n- The committee has held a series of public hearings laying out its findings and is expected to present a comprehensive report before the end of the month. \n- The report is expected to include information that hasn\'t been made public during the previous hearings and the committee also plans to share hundreds of transcripts of the over 1,000 witnesses it interviewed. \n- Thompson said the final report will likely be introduced in ""some public format,"" but wouldn\'t speculate on whether it would take the form of another public committee hearing.')], [(13331, '(2022, 12, 7)', 'None.')], [], [(39931, '(2022, 12, 19)', 'None.')], [(33383, '(2022, 12, 19)', 'None.')], [(43393, '(2022, 12, 19)', 'The excerpts from the document that contradict the claim are:\n\n- ""In sweeping language, the committee’s executive summary warned that a failure to hold Trump and other election deniers accountable for their actions and statements since the 2020 election — including the former president’s recent call to terminate the Constitution — would threaten the “security and viability” of the republic itself.""\n- ""If President Trump and the associates who assisted him in an effort to overturn the lawful outcome of the 2020 election are not ultimately held accountable under the law, their behavior may become a precedent and invitation to danger for future elections.""\n- ""By the time President Trump was preparing to give his speech, he and his advisors knew enough to cancel the rally. And he certainly knew enough to cancel any plans for a march to the Capitol.""\n- ""According to testimony obtained by the Select Committee, Trump knew that elements of the crowd were armed, and had prohibited items, and that many thousands would not pass through the magnetometers for that reason.""\n- ""The committee wrote in its executive summary that Eastman\'s request to be added to the \'pardon list\' after Jan. 6, 2021, revealed his \'clear consciousness of guilt.\'""\n- ""The committee said Monday it would send a criminal referral for Eastman to the Justice Department, arguing that he was the architect of an unlawful scheme to pressure Pence to reject states’ electoral votes on Jan. 6 and have fake electors submitted to Congress instead.""\n- ""As Rudy Giuliani pushed forward with litigation to sow doubt on the election process, Trump campaign staffers began viewing Giuliani as \'unhinged.\'""\n- ""Multiple law firms that had worked for the campaign quit after having refused to participate in his legal strategy.""\n- ""While the committee was meeting, former President Donald Trump repeated his claim in a radio interview that ahead of Jan. 6 he ordered thousands of troops to be ready to respond in case of protests — an assertion the panel had refuted in the executive summary of its report.""\n- ""The committee, however, addressed that claim in its summary. \'Some have suggested that President Trump gave an order to have 10,000 troops ready for January 6th. The select committee found no evidence of this.\' it said. \'In fact, President Trump’s acting Secretary of Defense Christopher Miller directly refuted this when he testified under oath.\'""\n- ""Rep. Andy Biggs, R-Ariz., responded to the committee\'s decision to refer him and three other Republicans to the Ethics Committee for defying its subpoenas, calling the referral \'their final political stunt.\'""\n\nNone.')], [(83560, '(2023, 3, 25)', 'None.')], [(71487, '(2023, 7, 18)', 'None.')], [(62285, '(2023, 8, 1)', 'None.')]]","[<generator object gather_excerpts.<locals>.<genexpr> at 0x15099d7b0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x15099db30>, <generator object gather_excerpts.<locals>.<genexpr> at 0x15099dba0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1510e4430>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1510e4820>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1510e4d60>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1510e4eb0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1510e47b0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1510e44a0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1510e4dd0>]",9,10,False,,,
21919,38555,"leaders of the attack, but there may be others worthy of prosecution and other statutes that Trump violated.","[[(73586, '(2021, 1, 6)', 'None.')], [(29497, '(2022, 12, 6)', 'None.')], [(13331, '(2022, 12, 7)', 'None.')], [(69911, '(2022, 12, 18)', 'None.')], [(39931, '(2022, 12, 19)', 'None.')], [(33383, '(2022, 12, 19)', 'None.')], [(43393, '(2022, 12, 19)', 'None.')], [(83560, '(2023, 3, 25)', 'None.')], [(71487, '(2023, 7, 18)', 'None.')], [(62285, '(2023, 8, 1)', 'None.')]]","[<generator object gather_excerpts.<locals>.<genexpr> at 0x1510e4f20>, <generator object gather_excerpts.<locals>.<genexpr> at 0x151e0e430>, <generator object gather_excerpts.<locals>.<genexpr> at 0x151e0e740>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1510e43c0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x151e0e510>, <generator object gather_excerpts.<locals>.<genexpr> at 0x151e0e9e0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x151e0edd0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x151e0e660>, <generator object gather_excerpts.<locals>.<genexpr> at 0x151e0e820>, <generator object gather_excerpts.<locals>.<genexpr> at 0x151e0ee40>]",10,10,False,,,
21919,82725,The committee has recommended criminal referrals for Trump and his allies for their efforts to overturn the 2020 election.,"[[(73586, '(2021, 1, 6)', 'None.')], [(29497, '(2022, 12, 6)', 'None.')], [(13331, '(2022, 12, 7)', 'None.')], [(69911, '(2022, 12, 18)', 'None.')], [(39931, '(2022, 12, 19)', 'None.')], [(33383, '(2022, 12, 19)', 'None.')], [(43393, '(2022, 12, 19)', 'None.')], [(83560, '(2023, 3, 25)', 'None.')], [(71487, '(2023, 7, 18)', 'None.')], [(62285, '(2023, 8, 1)', 'None.')]]","[<generator object gather_excerpts.<locals>.<genexpr> at 0x151e0ec80>, <generator object gather_excerpts.<locals>.<genexpr> at 0x152324200>, <generator object gather_excerpts.<locals>.<genexpr> at 0x152324430>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1523242e0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x152324970>, <generator object gather_excerpts.<locals>.<genexpr> at 0x152324dd0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x1523249e0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x152324f20>, <generator object gather_excerpts.<locals>.<genexpr> at 0x152324cf0>, <generator object gather_excerpts.<locals>.<genexpr> at 0x152324ba0>]",10,10,False,,,
